,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Match Type,Date,Player ID
298,7,27,14,0,0,50,4,caught,4,Zimbabwe,Harare,Test ,07-10-1998,1
299,141,191,128,13,3,110.15,2,run out,1,Australia,Dhaka,ODI ,28-10-1998,1
300,8,20,14,1,0,57.14,2,caught,1,West Indies,Dhaka,ODI ,31-10-1998,1
301,3,15,6,0,0,50,2,caught,2,Sri Lanka,Sharjah,ODI ,06-11-1998,1
302,118,173,112,14,2,105.35,2,not out,2,Zimbabwe,Sharjah,ODI ,08-11-1998,1
303,18,57,28,2,0,64.28,1,caught,1,Sri Lanka,Sharjah,ODI ,09-11-1998,1
304,11,33,12,2,0,91.66,2,caught,2,Zimbabwe,Sharjah,ODI ,11-11-1998,1
305,124,140,92,12,6,134.78,2,not out,2,Zimbabwe,Sharjah,ODI ,13-11-1998,1
306,47,95,72,7,0,65.27,5,caught,1,New Zealand,Wellington,Test ,26-12-1998,1
307,113,200,151,13,2,74.83,5,caught,3,New Zealand,Wellington,Test ,26-12-1998,1
308,67,118,93,9,1,72.04,4,lbw,2,New Zealand,Hamilton,Test ,02-01-1999,1
310,0,10,5,0,0,0,2,caught,1,New Zealand,Taupo,ODI ,09-01-1999,1
311,23,37,19,4,0,121.05,2,caught,2,New Zealand,Napier,ODI ,12-01-1999,1
312,45,68,42,2,2,107.14,2,stumped,1,New Zealand,Wellington,ODI ,14-01-1999,1
313,5,27,12,1,0,41.66,1,lbw,2,New Zealand,Auckland,ODI ,16-01-1999,1
314,0,5,3,0,0,0,4,caught,2,Pakistan,Chennai,Test ,28-01-1999,1
315,136,405,273,18,0,49.81,4,caught,4,Pakistan,Chennai,Test ,28-01-1999,1
316,6,13,11,1,0,54.54,4,lbw,1,Pakistan,Delhi,Test ,04-02-1999,1
317,29,99,65,4,0,44.61,4,caught,3,Pakistan,Delhi,Test ,04-02-1999,1
318,0,2,1,0,0,0,5,bowled,2,Pakistan,Eden Gardens,Test ,16-02-1999,1
319,9,18,13,1,0,69.23,4,run out,4,Pakistan,Eden Gardens,Test ,16-02-1999,1
320,53,94,54,10,0,98.14,4,caught,1,Sri Lanka,Colombo (SSC),Test ,24-02-1999,1
321,124,308,235,10,1,52.76,4,not out,3,Sri Lanka,Colombo (SSC),Test ,24-02-1999,1
322,28,71,46,5,0,60.86,2,caught,1,South Africa,Hove,ODI ,15-05-1999,1
323,140,114,101,16,3,138.61,4,not out,1,Kenya,Bristol,ODI ,23-05-1999,1
324,2,10,3,0,0,66.66,4,bowled,1,Sri Lanka,Taunton,ODI ,26-05-1999,1
325,22,49,40,2,0,55,4,caught,1,England,Birmingham,ODI ,29-05-1999,1
326,0,5,4,0,0,0,2,caught,2,Australia,The Oval,ODI ,04-06-1999,1
327,45,92,65,5,0,69.23,1,caught,1,Pakistan,Manchester,ODI ,08-06-1999,1
328,16,26,22,2,0,72.72,1,bowled,1,New Zealand,Nottingham,ODI ,12-06-1999,1
329,14,52,33,0,0,42.42,2,caught,1,Australia,Galle,ODI ,23-08-1999,1
330,37,105,58,1,0,63.79,2,run out,1,Sri Lanka,Colombo (RPS),ODI ,25-08-1999,1
331,120,191,141,11,2,85.1,1,caught,1,Sri Lanka,Colombo (SSC),ODI ,29-08-1999,1
332,85,114,72,7,3,118.05,2,caught,1,Zimbabwe,Singapore,ODI ,04-09-1999,1
333,40,97,65,6,0,61.53,1,caught,1,West Indies,Singapore,ODI ,07-09-1999,1
334,0,-,6,0,0,0,1,caught,1,West Indies,Singapore,ODI ,08-09-1999,1
335,18,61,34,3,0,52.94,4,bowled,1,New Zealand,Mohali,Test ,10-10-1999,1
336,126,397,248,14,0,50.8,4,not out,3,New Zealand,Mohali,Test ,10-10-1999,1
337,15,76,54,3,0,27.77,4,caught,2,New Zealand,Kanpur,Test ,22-10-1999,1
338,44,58,39,8,0,112.82,4,not out,4,New Zealand,Kanpur,Test ,22-10-1999,1
339,217,494,344,29,0,63.08,4,caught,1,New Zealand,Ahmedabad,Test ,29-10-1999,1
340,15,16,10,3,0,150,2,bowled,3,New Zealand,Ahmedabad,Test ,29-10-1999,1
341,32,61,31,2,1,103.22,2,caught,2,New Zealand,Rajkot,ODI ,05-11-1999,1
342,186,221,150,20,3,124,2,not out,1,New Zealand,Hyderabad (Deccan),ODI ,08-11-1999,1
343,1,41,23,0,0,4.34,2,caught,1,New Zealand,Gwalior,ODI ,11-11-1999,1
344,2,21,10,0,0,20,2,caught,2,New Zealand,Guwahati,ODI ,14-11-1999,1
345,0,2,3,0,0,0,4,caught,2,New Zealand,Delhi,ODI ,17-11-1999,1
346,61,181,133,8,0,45.86,5,caught,2,Australia,Adelaide,Test ,10-12-1999,1
347,0,6,5,0,0,0,5,lbw,4,Australia,Adelaide,Test ,10-12-1999,1
348,116,283,191,9,1,60.73,4,caught,2,Australia,Melbourne,Test ,26-12-1999,1
349,52,162,122,4,0,42.62,4,lbw,4,Australia,Melbourne,Test ,26-12-1999,1
350,45,82,53,8,0,84.9,4,lbw,1,Australia,Sydney,Test ,02-01-2000,1
351,4,6,4,1,0,100,4,caught,3,Australia,Sydney,Test ,02-01-2000,1
352,13,28,26,2,0,50,4,bowled,1,Pakistan,Brisbane,ODI ,10-01-2000,1
353,12,25,11,2,0,109.09,4,run out,2,Australia,Melbourne,ODI ,12-01-2000,1
354,1,13,11,0,0,9.09,2,caught,1,Australia,Sydney,ODI ,14-01-2000,1
355,93,157,103,10,0,90.29,1,bowled,2,Pakistan,Hobart,ODI ,21-01-2000,1
356,41,69,46,5,0,89.13,1,caught,1,Pakistan,Adelaide,ODI ,25-01-2000,1
357,18,45,28,2,0,64.28,1,caught,2,Australia,Adelaide,ODI ,26-01-2000,1
358,17,19,14,4,0,121.42,1,caught,2,Pakistan,Perth,ODI ,28-01-2000,1
359,3,23,21,0,0,14.28,2,bowled,1,Australia,Perth,ODI ,30-01-2000,1
360,97,208,163,12,2,59.5,4,caught,1,South Africa,Wankhede,Test ,24-02-2000,1
361,8,20,11,2,0,72.72,4,lbw,3,South Africa,Wankhede,Test ,24-02-2000,1
362,21,120,76,3,0,27.63,4,caught,1,South Africa,Bengaluru,Test ,02-03-2000,1
363,20,76,53,2,0,37.73,4,caught,3,South Africa,Bengaluru,Test ,02-03-2000,1
364,26,66,25,4,0,104,2,caught,2,South Africa,Kochi,ODI ,09-03-2000,1
365,21,39,31,3,0,67.74,2,caught,2,South Africa,Jamshedpur,ODI ,12-03-2000,1
366,12,48,28,1,0,42.85,2,lbw,1,South Africa,Faridabad,ODI ,15-03-2000,1
367,122,195,138,12,0,88.4,2,caught,2,South Africa,Vadodara,ODI ,17-03-2000,1
368,93,119,89,7,4,104.49,2,caught,2,South Africa,Nagpur,ODI ,19-03-2000,1
369,5,10,8,0,0,62.5,2,bowled,1,South Africa,Sharjah,ODI ,22-03-2000,1
370,11,54,28,1,0,39.28,2,lbw,2,Pakistan,Sharjah,ODI ,23-03-2000,1
371,10,23,18,1,0,55.55,2,bowled,2,Pakistan,Sharjah,ODI ,26-03-2000,1
372,39,117,68,3,0,57.35,1,run out,1,South Africa,Sharjah,ODI ,27-03-2000,1
373,36,55,25,4,2,144,2,caught,2,Bangladesh,Dhaka,ODI ,30-05-2000,1
374,93,174,95,10,0,97.89,2,caught,2,Sri Lanka,Dhaka,ODI ,01-06-2000,1
375,25,74,30,4,0,83.33,2,lbw,2,Pakistan,Dhaka,ODI ,03-06-2000,1
376,25,55,35,4,0,71.42,2,lbw,2,Kenya,Nairobi (Gym),ODI ,03-10-2000,1
377,38,58,37,3,3,102.7,2,caught,1,Australia,Nairobi (Gym),ODI ,07-10-2000,1
378,39,61,50,4,0,78,2,caught,1,South Africa,Nairobi (Gym),ODI ,13-10-2000,1
379,69,103,83,10,1,83.13,2,run out,1,New Zealand,Nairobi (Gym),ODI ,15-10-2000,1
380,101,-,140,3,1,72.14,2,run out,1,Sri Lanka,Sharjah,ODI ,20-10-2000,1
381,8,-,15,1,0,53.33,2,caught,1,Zimbabwe,Sharjah,ODI ,22-10-2000,1
382,4,-,10,0,0,40,1,caught,2,Zimbabwe,Sharjah,ODI ,26-10-2000,1
383,61,-,54,7,0,112.96,2,caught,2,Sri Lanka,Sharjah,ODI ,27-10-2000,1
384,5,-,11,0,0,45.45,2,caught,2,Sri Lanka,Sharjah,ODI ,29-10-2000,1
385,18,63,41,1,0,43.9,5,caught,2,Bangladesh,Dhaka,Test ,10-11-2000,1
387,122,283,233,19,0,52.36,4,caught,2,Zimbabwe,Delhi,Test ,18-11-2000,1
388,39,45,39,8,0,100,4,caught,4,Zimbabwe,Delhi,Test ,18-11-2000,1
389,201,392,281,27,0,71.53,4,not out,1,Zimbabwe,Nagpur,Test ,25-11-2000,1
390,44,90,49,7,0,89.79,2,caught,2,Zimbabwe,Cuttack,ODI ,02-12-2000,1
391,8,27,20,0,0,40,1,caught,1,Zimbabwe,Ahmedabad,ODI ,05-12-2000,1
392,146,200,153,15,2,95.42,2,caught,1,Zimbabwe,Jodhpur,ODI ,08-12-2000,1
393,62,113,86,9,0,72.09,2,lbw,2,Zimbabwe,Kanpur,ODI ,11-12-2000,1
394,27,38,38,5,0,71.05,2,bowled,1,Zimbabwe,Rajkot,ODI ,14-12-2000,1
395,76,138,114,13,0,66.66,4,caught,1,Australia,Wankhede,Test ,27-02-2001,1
396,65,153,107,11,0,60.74,5,caught,3,Australia,Wankhede,Test ,27-02-2001,1
397,10,25,18,2,0,55.55,4,lbw,2,Australia,Eden Gardens,Test ,11-03-2001,1
398,10,26,23,2,0,43.47,4,caught,3,Australia,Eden Gardens,Test ,11-03-2001,1
399,126,346,230,15,2,54.78,4,caught,2,Australia,Chennai,Test ,18-03-2001,1
400,17,27,17,3,0,100,4,caught,4,Australia,Chennai,Test ,18-03-2001,1
401,35,47,26,6,1,134.61,2,run out,1,Australia,Bengaluru,ODI ,25-03-2001,1
402,32,35,29,6,1,110.34,2,caught,1,Australia,Pune,ODI ,28-03-2001,1
403,139,197,125,19,0,111.2,2,caught,1,Australia,Indore,ODI ,31-03-2001,1
404,62,68,38,11,0,163.15,2,caught,2,Australia,Visakhapatnam,ODI ,03-04-2001,1
405,12,17,15,2,0,80,2,caught,1,Australia,Margao,ODI ,06-04-2001,1
406,74,179,128,12,0,57.81,4,caught,2,Zimbabwe,Bulawayo,Test ,07-06-2001,1
407,36,41,49,4,0,73.46,4,not out,4,Zimbabwe,Bulawayo,Test ,07-06-2001,1
408,20,78,46,2,1,43.47,4,bowled,1,Zimbabwe,Harare,Test ,15-06-2001,1
409,69,185,135,9,0,51.11,4,caught,3,Zimbabwe,Harare,Test ,15-06-2001,1
410,70,129,70,13,0,100,2,not out,2,Zimbabwe,Harare,ODI ,24-06-2001,1
411,9,42,27,0,0,33.33,2,caught,2,Zimbabwe,Bulawayo,ODI ,27-06-2001,1
412,81,191,110,8,0,73.63,2,not out,2,West Indies,Bulawayo,ODI ,30-06-2001,1
413,122,210,131,12,1,93.12,2,not out,2,West Indies,Harare,ODI ,04-07-2001,1
414,0,10,4,0,0,0,2,caught,2,West Indies,Harare,ODI ,07-07-2001,1
415,101,209,129,9,0,78.29,2,caught,1,South Africa,Johannesburg,ODI ,05-10-2001,1
416,38,82,57,5,0,66.66,2,caught,1,South Africa,Centurion,ODI ,10-10-2001,1
418,3,24,20,0,0,15,2,bowled,2,Kenya,Gqeberha,ODI ,17-10-2001,1
419,37,68,35,5,0,105.71,2,bowled,2,South Africa,East London,ODI ,19-10-2001,1
420,146,186,132,17,0,110.6,2,caught,1,Kenya,Paarl,ODI ,24-10-2001,1
421,17,49,42,3,0,40.47,2,bowled,1,South Africa,Durban,ODI ,26-10-2001,1
422,155,233,184,23,1,84.23,4,caught,1,South Africa,Bloemfontein,Test ,03-11-2001,1
423,15,60,35,2,0,42.85,4,caught,3,South Africa,Bloemfontein,Test ,03-11-2001,1
424,1,10,4,0,0,25,4,caught,2,South Africa,Gqeberha,Test ,16-11-2001,1
425,22,54,45,4,0,48.88,4,not out,4,South Africa,Gqeberha,Test ,16-11-2001,1
426,88,229,144,13,0,61.11,5,caught,2,England,Mohali,Test ,03-12-2001,1
428,103,254,197,12,1,52.28,4,caught,2,England,Ahmedabad,Test ,11-12-2001,1
429,26,87,81,4,0,32.09,4,caught,4,England,Ahmedabad,Test ,11-12-2001,1
430,90,263,198,13,0,45.45,4,stumped,2,England,Bengaluru,Test ,19-12-2001,1
431,36,71,43,6,0,83.72,2,bowled,1,England,Eden Gardens,ODI ,19-01-2002,1
432,45,101,60,6,0,75,2,run out,2,England,Cuttack,ODI ,22-01-2002,1
433,68,110,79,10,0,86.07,1,lbw,2,England,Chennai,ODI ,25-01-2002,1
434,87,120,67,13,1,129.85,1,not out,2,England,Kanpur,ODI ,28-01-2002,1
435,18,20,16,3,0,112.5,2,caught,2,England,Delhi,ODI ,31-01-2002,1
436,12,22,18,1,1,66.66,2,caught,2,England,Wankhede,ODI ,03-02-2002,1
437,176,440,316,23,0,55.69,4,caught,2,Zimbabwe,Nagpur,Test ,21-02-2002,1
438,36,124,119,5,0,30.25,4,lbw,2,Zimbabwe,Delhi,Test ,28-02-2002,1
439,42,78,52,7,1,80.76,5,lbw,4,Zimbabwe,Delhi,Test ,28-02-2002,1
440,79,191,136,13,0,58.08,4,lbw,2,West Indies,Georgetown,Test ,11-04-2002,1
441,117,356,260,14,0,45,4,lbw,1,West Indies,Port of Spain,Test ,19-04-2002,1
442,0,16,4,0,0,0,4,lbw,3,West Indies,Port of Spain,Test ,19-04-2002,1
443,0,4,2,0,0,0,4,caught,1,West Indies,Bridgetown,Test ,02-05-2002,1
444,8,32,17,1,0,47.05,4,lbw,3,West Indies,Bridgetown,Test ,02-05-2002,1
445,0,2,1,0,0,0,4,caught,1,West Indies,St John's,Test ,10-05-2002,1
446,41,94,63,7,0,65.07,4,bowled,2,West Indies,Kingston,Test ,18-05-2002,1
447,86,162,139,13,0,61.87,4,bowled,4,West Indies,Kingston,Test ,18-05-2002,1
448,34,64,45,2,0,75.55,4,not out,2,West Indies,Bridgetown,ODI ,29-05-2002,1
449,65,110,70,3,1,92.85,4,bowled,1,West Indies,Port of Spain,ODI ,02-06-2002,1
450,1,12,9,0,0,11.11,4,lbw,2,England,Lord's,ODI ,29-06-2002,1
451,49,123,70,3,1,70,4,caught,2,Sri Lanka,The Oval,ODI ,30-06-2002,1
452,105,167,108,8,1,97.22,4,not out,1,England,Chester-le-Street,ODI ,04-07-2002,1
453,19,35,25,3,0,76,4,caught,2,Sri Lanka,Birmingham,ODI ,06-07-2002,1
454,36,60,29,5,0,124.13,4,caught,2,England,The Oval,ODI ,09-07-2002,1
455,113,141,102,12,1,110.78,4,caught,1,Sri Lanka,Bristol,ODI ,11-07-2002,1
456,14,31,19,1,0,73.68,4,bowled,2,England,Lord's,ODI ,13-07-2002,1
457,16,94,61,2,0,26.22,5,caught,2,England,Lord's,Test ,25-07-2002,1
458,12,51,35,2,0,34.28,4,bowled,4,England,Lord's,Test ,25-07-2002,1
459,34,90,68,6,0,50,4,bowled,1,England,Nottingham,Test ,08-08-2002,1
460,92,160,113,17,0,81.41,4,bowled,3,England,Nottingham,Test ,08-08-2002,1
461,193,434,330,19,3,58.48,4,lbw,1,England,Leeds,Test ,22-08-2002,1
462,54,114,89,10,0,60.67,4,lbw,2,England,The Oval,Test ,05-09-2002,1
463,7,39,16,0,0,43.75,4,caught,1,Zimbabwe,Colombo (RPS),ODI ,14-09-2002,1
464,9,34,20,0,0,45,4,not out,2,England,Colombo (RPS),ODI ,22-09-2002,1
465,16,39,29,1,0,55.17,4,run out,1,South Africa,Colombo (RPS),ODI ,25-09-2002,1
467,7,33,22,1,0,31.81,3,not out,2,Sri Lanka,Colombo (RPS),ODI ,30-09-2002,1
468,35,96,88,5,0,39.77,4,caught,1,West Indies,Wankhede,Test ,09-10-2002,1
469,43,156,113,5,0,38.05,4,bowled,2,West Indies,Chennai,Test ,17-10-2002,1
470,16,15,20,0,0,80,4,not out,4,West Indies,Chennai,Test ,17-10-2002,1
471,36,85,65,7,0,55.38,4,caught,1,West Indies,Eden Gardens,Test ,30-10-2002,1
472,176,419,298,26,0,59.06,4,caught,3,West Indies,Eden Gardens,Test ,30-10-2002,1
473,8,47,26,2,0,30.76,4,lbw,1,New Zealand,Wellington,Test ,12-12-2002,1
474,51,120,74,7,0,68.91,4,bowled,3,New Zealand,Wellington,Test ,12-12-2002,1
475,9,40,31,1,0,29.03,4,caught,1,New Zealand,Hamilton,Test ,19-12-2002,1
476,32,55,48,5,0,66.66,4,bowled,3,New Zealand,Hamilton,Test ,19-12-2002,1
477,0,9,10,0,0,0,4,lbw,2,New Zealand,Wellington,ODI ,08-01-2003,1
478,1,21,13,0,0,7.69,4,caught,2,New Zealand,Auckland,ODI ,11-01-2003,1
479,1,7,6,0,0,16.66,3,caught,1,New Zealand,Hamilton,ODI ,14-01-2003,1
480,52,91,72,7,0,72.22,2,caught,1,Netherlands,Paarl,ODI ,12-02-2003,1
481,36,127,59,3,0,61.01,2,lbw,1,Australia,Centurion,ODI ,15-02-2003,1
482,81,122,91,10,0,89.01,2,bowled,1,Zimbabwe,Harare,ODI ,19-02-2003,1
483,152,193,151,18,0,100.66,2,bowled,1,Namibia,Pietermaritzburg,ODI ,23-02-2003,1
484,50,78,52,8,1,96.15,2,caught,1,England,Durban,ODI ,26-02-2003,1
485,98,145,75,12,1,130.66,1,caught,2,Pakistan,Centurion,ODI ,01-03-2003,1
486,5,21,12,1,0,41.66,2,caught,2,Kenya,Cape Town,ODI ,07-03-2003,1
487,97,160,120,7,1,80.83,1,caught,1,Sri Lanka,Johannesburg,ODI ,10-03-2003,1
488,15,25,16,3,0,93.75,2,caught,2,New Zealand,Centurion,ODI ,14-03-2003,1
489,83,166,101,5,1,82.17,2,caught,1,Kenya,Durban,ODI ,20-03-2003,1
490,4,2,5,1,0,80,1,caught,2,Australia,Johannesburg,ODI ,23-03-2003,1
491,8,54,38,1,0,21.05,4,caught,1,New Zealand,Ahmedabad,Test ,08-10-2003,1
492,7,19,15,0,0,46.66,4,caught,3,New Zealand,Ahmedabad,Test ,08-10-2003,1
493,55,238,175,6,0,31.42,4,caught,2,New Zealand,Mohali,Test ,16-10-2003,1
494,1,15,10,0,0,10,4,bowled,3,New Zealand,Mohali,Test ,16-10-2003,1
495,48,119,66,5,0,72.72,2,not out,1,New Zealand,Chennai,ODI ,23-10-2003,1
496,100,158,119,9,1,84.03,2,caught,1,Australia,Gwalior,ODI ,26-10-2003,1
497,68,113,76,10,0,89.47,2,bowled,2,Australia,Wankhede,ODI ,01-11-2003,1
498,14,29,14,3,0,100,2,lbw,1,New Zealand,Cuttack,ODI ,06-11-2003,1
499,89,133,91,12,1,97.8,2,bowled,2,Australia,Bengaluru,ODI ,12-11-2003,1
500,102,124,91,12,1,112.08,2,caught,1,New Zealand,Hyderabad (Deccan),ODI ,15-11-2003,1
501,45,104,66,5,0,68.18,1,bowled,2,Australia,Eden Gardens,ODI ,18-11-2003,1
502,0,3,3,0,0,0,4,lbw,2,Australia,Brisbane,Test ,04-12-2003,1
504,1,15,6,0,0,16.66,4,caught,2,Australia,Adelaide,Test ,12-12-2003,1
505,37,79,59,5,0,62.71,4,lbw,4,Australia,Adelaide,Test ,12-12-2003,1
506,0,3,1,0,0,0,4,caught,1,Australia,Melbourne,Test ,26-12-2003,1
507,44,107,79,5,0,55.69,5,caught,3,Australia,Melbourne,Test ,26-12-2003,1
508,241,613,436,33,0,55.27,4,not out,1,Australia,Sydney,Test ,02-01-2004,1
509,60,108,89,5,0,67.41,4,not out,3,Australia,Sydney,Test ,02-01-2004,1
510,63,117,69,8,1,91.3,2,caught,2,Australia,Melbourne,ODI ,09-01-2004,1
511,44,107,59,6,0,74.57,2,bowled,2,Zimbabwe,Hobart,ODI ,14-01-2004,1
512,86,129,95,8,0,90.52,2,caught,1,Australia,Brisbane,ODI ,18-01-2004,1
513,5,17,6,1,0,83.33,2,caught,1,Australia,Perth,ODI ,01-02-2004,1
514,3,16,8,0,0,37.5,2,caught,2,Zimbabwe,Perth,ODI ,03-02-2004,1
515,8,28,22,1,0,36.36,2,bowled,1,Australia,Melbourne,ODI ,06-02-2004,1
516,27,38,40,4,0,67.5,2,caught,2,Australia,Sydney,ODI ,08-02-2004,1
517,28,49,35,4,1,80,2,caught,1,Pakistan,Karachi,ODI ,13-03-2004,1
518,141,173,135,17,1,104.44,2,caught,2,Pakistan,Rawalpindi,ODI ,16-03-2004,1
519,0,7,5,0,0,0,2,caught,1,Pakistan,Peshawar,ODI ,19-03-2004,1
520,7,22,13,1,0,53.84,2,caught,2,Pakistan,Lahore,ODI ,21-03-2004,1
521,37,60,48,7,0,77.08,2,caught,1,Pakistan,Lahore,ODI ,24-03-2004,1
522,194,493,348,21,0,55.74,4,not out,1,Pakistan,Multan,Test ,28-03-2004,1
523,2,10,6,0,0,33.33,4,lbw,1,Pakistan,Lahore,Test ,05-04-2004,1
524,8,17,11,1,0,72.72,4,lbw,3,Pakistan,Lahore,Test ,05-04-2004,1
525,1,6,3,0,0,33.33,4,caught,2,Pakistan,Rawalpindi,Test ,13-04-2004,1
526,18,39,25,2,0,72,2,caught,1,U.A.E.,Dambulla,ODI ,16-07-2004,1
527,11,17,13,2,0,84.61,1,caught,2,Sri Lanka,Dambulla,ODI ,18-07-2004,1
528,82,157,126,10,1,65.07,2,not out,2,Bangladesh,Colombo (SSC),ODI ,21-07-2004,1
529,78,192,103,6,0,75.72,2,caught,2,Pakistan,Colombo (RPS),ODI ,25-07-2004,1
530,18,30,21,3,0,85.71,1,lbw,1,Sri Lanka,Colombo (RPS),ODI ,27-07-2004,1
531,74,170,100,7,1,74,2,bowled,2,Sri Lanka,Colombo (RPS),ODI ,01-08-2004,1
532,8,49,36,0,0,22.22,4,lbw,2,Australia,Nagpur,Test ,26-10-2004,1
533,2,18,14,0,0,14.28,4,caught,4,Australia,Nagpur,Test ,26-10-2004,1
534,5,43,35,0,0,14.28,4,caught,1,Australia,Wankhede,Test ,03-11-2004,1
535,55,120,83,6,1,66.26,4,caught,3,Australia,Wankhede,Test ,03-11-2004,1
536,16,30,17,2,0,94.11,2,run out,1,Pakistan,Eden Gardens,ODI ,13-11-2004,1
537,3,21,18,0,0,16.66,4,bowled,2,South Africa,Kanpur,Test ,20-11-2004,1
538,20,82,54,3,0,37.03,4,bowled,2,South Africa,Eden Gardens,Test ,28-11-2004,1
539,32,73,64,3,1,50,4,not out,4,South Africa,Eden Gardens,Test ,28-11-2004,1
540,248,552,379,35,0,65.43,4,not out,2,Bangladesh,Dhaka,Test ,10-12-2004,1
541,36,79,55,6,0,65.45,4,lbw,1,Bangladesh,Chattogram,Test ,17-12-2004,1
542,19,46,32,3,0,59.37,2,caught,1,Bangladesh,Chattogram,ODI ,23-12-2004,1
543,47,60,42,9,0,111.9,2,caught,1,Bangladesh,Dhaka,ODI ,27-12-2004,1
544,94,301,202,11,0,46.53,4,caught,2,Pakistan,Mohali,Test ,08-03-2005,1
546,52,147,102,9,0,50.98,4,caught,1,Pakistan,Eden Gardens,Test ,16-03-2005,1
547,52,117,91,9,0,57.14,4,caught,3,Pakistan,Eden Gardens,Test ,16-03-2005,1
548,41,78,71,7,0,57.74,4,caught,2,Pakistan,Bengaluru,Test ,24-03-2005,1
549,16,140,98,2,0,16.32,4,caught,4,Pakistan,Bengaluru,Test ,24-03-2005,1
550,4,8,4,1,0,100,2,caught,1,Pakistan,Kochi,ODI ,02-04-2005,1
551,2,17,8,0,0,25,2,run out,1,Pakistan,Visakhapatnam,ODI ,05-04-2005,1
552,6,15,11,1,0,54.54,2,caught,2,Pakistan,Jamshedpur,ODI ,09-04-2005,1
553,123,192,130,12,2,94.61,2,bowled,1,Pakistan,Ahmedabad,ODI ,12-04-2005,1
554,1,13,10,0,0,10,2,caught,1,Pakistan,Kanpur,ODI ,15-04-2005,1
555,9,38,15,0,0,60,2,bowled,2,Pakistan,Delhi,ODI ,17-04-2005,1
556,93,149,96,9,2,96.87,2,caught,1,Sri Lanka,Nagpur,ODI ,25-10-2005,1
557,67,87,69,11,0,97.1,2,not out,2,Sri Lanka,Mohali,ODI ,28-10-2005,1
558,2,2,3,0,0,66.66,2,caught,2,Sri Lanka,Jaipur,ODI ,31-10-2005,1
559,11,28,19,1,1,57.89,2,bowled,2,Sri Lanka,Pune,ODI ,03-11-2005,1
560,19,46,30,3,0,63.33,2,caught,2,Sri Lanka,Rajkot,ODI ,09-11-2005,1
561,39,76,48,8,0,81.25,2,caught,2,Sri Lanka,Vadodara,ODI ,12-11-2005,1
562,2,20,9,0,0,22.22,2,caught,1,South Africa,Hyderabad,ODI ,16-11-2005,1
563,2,31,22,0,0,9.09,2,caught,2,South Africa,Bengaluru,ODI ,19-11-2005,1
564,2,18,15,0,0,13.33,3,caught,1,South Africa,Eden Gardens,ODI ,25-11-2005,1
565,30,77,44,5,0,68.18,2,caught,2,South Africa,Wankhede,ODI ,28-11-2005,1
566,22,157,126,2,0,17.46,4,lbw,1,Sri Lanka,Chennai,Test ,02-12-2005,1
567,109,310,196,14,1,55.61,4,lbw,1,Sri Lanka,Delhi,Test ,10-12-2005,1
568,16,42,28,3,0,57.14,4,lbw,3,Sri Lanka,Delhi,Test ,10-12-2005,1
569,23,85,66,2,0,34.84,4,caught,1,Sri Lanka,Ahmedabad,Test ,18-12-2005,1
570,19,40,29,3,0,65.51,4,lbw,3,Sri Lanka,Ahmedabad,Test ,18-12-2005,1
572,14,64,33,3,0,42.42,4,caught,2,Pakistan,Faisalabad,Test ,21-01-2006,1
574,23,49,29,5,0,79.31,4,bowled,2,Pakistan,Karachi,Test ,29-01-2006,1
575,26,74,47,5,0,55.31,4,bowled,4,Pakistan,Karachi,Test ,29-01-2006,1
576,100,188,113,10,1,88.49,2,lbw,1,Pakistan,Peshawar,ODI ,06-02-2006,1
577,42,71,43,8,0,97.67,2,caught,2,Pakistan,Rawalpindi,ODI ,11-02-2006,1
578,95,157,104,16,1,91.34,2,caught,2,Pakistan,Lahore,ODI ,13-02-2006,1
579,0,7,3,0,0,0,2,caught,2,Pakistan,Multan,ODI ,16-02-2006,1
580,16,84,45,2,0,35.55,4,lbw,2,England,Nagpur,Test ,01-03-2006,1
581,28,38,19,5,0,147.36,6,not out,4,England,Nagpur,Test ,01-03-2006,1
582,4,20,15,0,0,26.66,4,caught,2,England,Mohali,Test ,09-03-2006,1
584,1,33,21,0,0,4.76,4,caught,2,England,Wankhede,Test ,18-03-2006,1
585,34,77,57,5,0,59.64,5,caught,4,England,Wankhede,Test ,18-03-2006,1
586,2,16,3,0,0,66.66,2,not out,1,Sri Lanka,Colombo (SSC),ODI ,18-08-2006,1
587,141,-,148,13,5,95.27,2,not out,1,West Indies,Kuala Lumpur,ODI ,14-09-2006,1
588,12,30,17,2,0,70.58,2,caught,2,Australia,Kuala Lumpur,ODI ,16-09-2006,1
589,65,154,102,7,0,63.72,2,run out,1,West Indies,Kuala Lumpur,ODI ,20-09-2006,1
590,4,11,10,1,0,40,2,caught,2,Australia,Kuala Lumpur,ODI ,22-09-2006,1
591,35,87,41,5,0,85.36,2,lbw,2,England,Jaipur,ODI ,15-10-2006,1
592,29,81,45,4,0,64.44,2,bowled,1,West Indies,Ahmedabad,ODI ,26-10-2006,1
593,10,46,26,2,0,38.46,2,caught,1,Australia,Mohali,ODI ,29-10-2006,1
594,35,79,51,5,0,68.62,2,bowled,2,South Africa,Durban,ODI ,22-11-2006,1
595,2,20,9,0,0,22.22,2,caught,2,South Africa,Cape Town,ODI ,26-11-2006,1
596,1,4,3,0,0,33.33,3,caught,2,South Africa,Gqeberha,ODI ,29-11-2006,1
