,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Match Type,Date,Player ID
597,10,18,12,2,0,83.33,2,bowled,2,South Africa,Johannesburg,T20I ,01-12-2006,1
598,55,134,97,8,0,56.7,2,caught,1,South Africa,Centurion,ODI ,03-12-2006,1
599,44,113,89,7,0,49.43,4,caught,1,South Africa,Johannesburg,Test ,15-12-2006,1
600,14,43,22,3,0,63.63,4,bowled,3,South Africa,Johannesburg,Test ,15-12-2006,1
601,63,173,115,11,0,54.78,4,caught,2,South Africa,Durban,Test ,26-12-2006,1
602,0,13,7,0,0,0,4,lbw,4,South Africa,Durban,Test ,26-12-2006,1
603,64,187,130,11,0,49.23,4,caught,1,South Africa,Cape Town,Test ,02-01-2007,1
604,14,88,62,1,0,22.58,5,lbw,3,South Africa,Cape Town,Test ,02-01-2007,1
605,31,54,38,3,0,81.57,3,lbw,1,West Indies,Nagpur,ODI ,21-01-2007,1
606,0,6,6,0,0,0,4,caught,1,West Indies,Cuttack,ODI ,24-01-2007,1
607,60,112,66,2,0,90.9,4,caught,1,West Indies,Chennai,ODI ,27-01-2007,1
608,100,110,76,10,1,131.57,4,not out,1,West Indies,Vadodara,ODI ,31-01-2007,1
610,54,94,61,9,0,88.52,4,stumped,2,Sri Lanka,Rajkot,ODI ,11-02-2007,1
611,1,13,8,0,0,12.5,3,bowled,2,Sri Lanka,Margao,ODI ,14-02-2007,1
612,7,40,26,1,0,26.92,4,caught,1,Bangladesh,Port of Spain,ODI ,17-03-2007,1
613,57,46,29,2,4,196.55,6,not out,1,Bermuda,Port of Spain,ODI ,19-03-2007,1
614,0,5,3,0,0,0,4,bowled,2,Sri Lanka,Port of Spain,ODI ,23-03-2007,1
615,101,274,169,9,0,59.76,4,caught,1,Bangladesh,Chattogram,Test ,18-05-2007,1
616,31,69,50,2,0,62,4,bowled,3,Bangladesh,Chattogram,Test ,18-05-2007,1
617,122,354,226,8,1,53.98,4,not out,1,Bangladesh,Mirpur,Test ,25-05-2007,1
618,4,4,3,1,0,133.33,2,bowled,2,Ireland,Belfast,ODI ,23-06-2007,1
619,99,199,143,12,0,69.23,2,run out,1,South Africa,Belfast,ODI ,26-06-2007,1
620,93,140,106,13,2,87.73,2,bowled,2,South Africa,Belfast,ODI ,29-06-2007,1
621,8,10,8,2,0,100,2,caught,2,South Africa,Belfast,ODI ,01-07-2007,1
622,37,104,78,6,0,47.43,4,lbw,2,England,Lord's,Test ,19-07-2007,1
623,16,42,35,3,0,45.71,4,lbw,4,England,Lord's,Test ,19-07-2007,1
624,91,259,197,12,0,46.19,4,lbw,2,England,Nottingham,Test ,27-07-2007,1
625,1,17,15,0,0,6.66,4,caught,4,England,Nottingham,Test ,27-07-2007,1
626,82,298,192,11,0,42.7,4,caught,1,England,The Oval,Test ,09-08-2007,1
627,1,13,11,0,0,9.09,4,bowled,3,England,The Oval,Test ,09-08-2007,1
628,17,52,33,1,0,51.51,2,caught,2,England,Southampton,ODI ,21-08-2007,1
629,99,158,112,15,1,88.39,2,caught,1,England,Bristol,ODI ,24-08-2007,1
630,8,42,19,1,0,42.1,2,caught,2,England,Birmingham,ODI ,27-08-2007,1
631,55,128,86,9,0,63.95,2,caught,1,England,Manchester,ODI ,30-08-2007,1
632,71,87,59,13,0,120.33,2,caught,1,England,Leeds,ODI ,02-09-2007,1
633,94,120,81,16,1,116.04,2,caught,2,England,The Oval,ODI ,05-09-2007,1
634,30,80,46,4,0,65.21,2,caught,1,England,Lord's,ODI ,08-09-2007,1
635,0,9,6,0,0,0,2,lbw,2,Australia,Bengaluru,ODI ,29-09-2007,1
636,16,43,25,1,1,64,2,caught,2,Australia,Kochi,ODI ,02-10-2007,1
637,43,119,71,6,0,60.56,2,bowled,2,Australia,Hyderabad,ODI ,05-10-2007,1
638,79,184,119,7,0,66.38,2,run out,1,Australia,Chandigarh,ODI ,08-10-2007,1
639,47,128,73,9,0,64.38,2,caught,1,Australia,Vadodara,ODI ,11-10-2007,1
640,72,105,72,9,1,100,2,stumped,2,Australia,Nagpur,ODI ,14-10-2007,1
641,21,52,36,4,0,58.33,2,bowled,2,Australia,Wankhede,ODI ,17-10-2007,1
642,4,14,7,1,0,57.14,2,lbw,2,Pakistan,Guwahati,ODI ,05-11-2007,1
643,99,130,91,14,1,108.79,2,caught,1,Pakistan,Mohali,ODI ,08-11-2007,1
644,29,54,27,5,0,107.4,2,caught,1,Pakistan,Kanpur,ODI ,11-11-2007,1
645,97,149,102,16,0,95.09,2,bowled,2,Pakistan,Gwalior,ODI ,15-11-2007,1
646,30,54,27,6,0,111.11,2,caught,2,Pakistan,Jaipur,ODI ,18-11-2007,1
647,1,2,1,0,0,100,4,run out,2,Pakistan,Delhi,Test ,22-11-2007,1
648,56,178,110,9,0,50.9,4,not out,4,Pakistan,Delhi,Test ,22-11-2007,1
649,82,146,109,12,0,75.22,4,bowled,1,Pakistan,Eden Gardens,Test ,30-11-2007,1
651,62,113,77,7,1,80.51,4,bowled,2,Australia,Melbourne,Test ,26-12-2007,1
652,15,31,21,1,0,71.42,4,caught,4,Australia,Melbourne,Test ,26-12-2007,1
653,154,429,243,14,1,63.37,4,not out,2,Australia,Sydney,Test ,02-01-2008,1
654,12,33,16,3,0,75,4,bowled,4,Australia,Sydney,Test ,02-01-2008,1
655,71,175,128,9,0,55.46,4,lbw,1,Australia,Perth,Test ,16-01-2008,1
656,13,33,25,2,0,52,5,lbw,3,Australia,Perth,Test ,16-01-2008,1
657,153,342,205,13,3,74.63,4,caught,1,Australia,Adelaide,Test ,24-01-2008,1
658,13,67,36,1,0,36.11,4,run out,3,Australia,Adelaide,Test ,24-01-2008,1
659,10,30,17,1,0,58.82,2,hit wicket,1,Australia,Brisbane,ODI ,03-02-2008,1
660,35,70,52,2,0,67.3,2,bowled,1,Sri Lanka,Brisbane,ODI ,05-02-2008,1
661,44,123,54,3,0,81.48,2,caught,2,Australia,Melbourne,ODI ,10-02-2008,1
662,32,41,30,4,0,106.66,2,caught,1,Sri Lanka,Canberra,ODI ,12-02-2008,1
663,5,23,15,1,0,33.33,2,lbw,2,Australia,Adelaide,ODI ,17-02-2008,1
664,0,6,2,0,0,0,2,bowled,2,Sri Lanka,Adelaide,ODI ,19-02-2008,1
665,2,3,3,0,0,66.66,2,lbw,2,Australia,Sydney,ODI ,24-02-2008,1
666,63,92,54,10,0,116.66,2,caught,2,Sri Lanka,Hobart,ODI ,26-02-2008,1
667,117,235,120,10,0,97.5,2,not out,2,Australia,Sydney,ODI ,02-03-2008,1
668,91,176,121,7,0,75.2,2,caught,1,Australia,Brisbane,ODI ,04-03-2008,1
669,0,9,5,0,0,0,4,caught,2,South Africa,Chennai,Test ,26-03-2008,1
670,27,60,46,3,0,58.69,4,bowled,2,Sri Lanka,Colombo (SSC),Test ,23-07-2008,1
671,12,42,30,1,0,40,4,caught,3,Sri Lanka,Colombo (SSC),Test ,23-07-2008,1
672,5,5,3,1,0,166.66,4,lbw,1,Sri Lanka,Galle,Test ,31-07-2008,1
673,31,54,42,5,0,73.8,4,caught,3,Sri Lanka,Galle,Test ,31-07-2008,1
674,6,18,12,0,0,50,4,lbw,1,Sri Lanka,Colombo (PSS),Test ,08-08-2008,1
675,14,26,22,1,0,63.63,6,lbw,3,Sri Lanka,Colombo (PSS),Test ,08-08-2008,1
676,13,26,18,3,0,72.22,4,caught,2,Australia,Bengaluru,Test ,09-10-2008,1
677,49,177,126,4,0,38.88,4,caught,4,Australia,Bengaluru,Test ,09-10-2008,1
678,88,186,111,10,0,79.27,4,caught,1,Australia,Mohali,Test ,17-10-2008,1
679,10,16,12,1,0,83.33,5,not out,3,Australia,Mohali,Test ,17-10-2008,1
680,68,188,126,11,0,53.96,4,caught,1,Australia,Delhi,Test ,29-10-2008,1
681,47,159,120,4,0,39.16,5,caught,3,Australia,Delhi,Test ,29-10-2008,1
682,109,274,188,12,0,57.97,4,lbw,1,Australia,Nagpur,Test ,06-11-2008,1
683,12,90,55,1,0,21.81,4,run out,3,Australia,Nagpur,Test ,06-11-2008,1
684,11,40,21,2,0,52.38,2,bowled,1,England,Bengaluru,ODI ,23-11-2008,1
685,50,99,57,6,0,87.71,2,bowled,2,England,Cuttack,ODI ,26-11-2008,1
686,37,90,48,4,1,77.08,4,caught,2,England,Chennai,Test ,11-12-2008,1
687,103,317,196,9,0,52.55,4,not out,4,England,Chennai,Test ,11-12-2008,1
688,11,45,26,1,0,42.3,4,lbw,1,England,Mohali,Test ,19-12-2008,1
689,5,41,22,1,0,22.72,4,caught,3,England,Mohali,Test ,19-12-2008,1
690,5,15,16,0,0,31.25,2,lbw,2,Sri Lanka,Dambulla,ODI ,28-01-2009,1
691,6,11,9,0,0,66.66,2,lbw,1,Sri Lanka,Colombo (RPS),ODI ,31-01-2009,1
692,7,9,12,0,1,58.33,2,lbw,1,Sri Lanka,Colombo (RPS),ODI ,03-02-2009,1
693,20,43,23,2,0,86.95,2,caught,1,New Zealand,Napier,ODI ,03-03-2009,1
694,61,100,69,7,1,88.4,2,lbw,1,New Zealand,Wellington,ODI ,06-03-2009,1
695,163,206,133,16,5,122.55,2,retired notout,1,New Zealand,Christchurch,ODI ,08-03-2009,1
696,160,397,260,26,0,61.53,4,caught,2,New Zealand,Hamilton,Test ,18-03-2009,1
698,49,98,65,7,1,75.38,5,caught,2,New Zealand,Napier,Test ,26-03-2009,1
699,64,167,131,9,1,48.85,4,caught,3,New Zealand,Napier,Test ,26-03-2009,1
700,62,108,85,11,0,72.94,4,caught,1,New Zealand,Wellington,Test ,03-04-2009,1
701,9,25,20,0,1,45,4,caught,3,New Zealand,Wellington,Test ,03-04-2009,1
702,46,81,55,6,0,83.63,2,caught,2,New Zealand,Colombo (RPS),ODI ,11-09-2009,1
703,27,63,33,5,0,81.81,2,caught,2,Sri Lanka,Colombo (RPS),ODI ,12-09-2009,1
704,138,214,133,10,1,103.75,2,lbw,1,Sri Lanka,Colombo (RPS),ODI ,14-09-2009,1
705,8,19,14,1,0,57.14,2,caught,2,Pakistan,Centurion,ODI ,26-09-2009,1
707,14,40,29,2,0,48.27,2,caught,2,Australia,Vadodara,ODI ,25-10-2009,1
708,4,14,8,1,0,50,2,caught,1,Australia,Nagpur,ODI ,28-10-2009,1
709,32,63,47,2,0,68.08,2,run out,2,Australia,Delhi,ODI ,31-10-2009,1
710,40,86,68,6,0,58.82,2,lbw,2,Australia,Mohali,ODI ,02-11-2009,1
711,175,210,141,19,4,124.11,2,caught,2,Australia,Hyderabad,ODI ,05-11-2009,1
712,10,23,17,2,0,58.82,2,caught,1,Australia,Guwahati,ODI ,08-11-2009,1
713,4,3,3,1,0,133.33,4,bowled,1,Sri Lanka,Ahmedabad,Test ,16-11-2009,1
714,100,298,211,11,0,47.39,5,not out,3,Sri Lanka,Ahmedabad,Test ,16-11-2009,1
715,40,122,91,0,1,43.95,4,caught,1,Sri Lanka,Kanpur,Test ,24-11-2009,1
716,53,139,103,6,0,51.45,4,bowled,2,Sri Lanka,Brabourne,Test ,02-12-2009,1
717,69,91,63,10,1,109.52,2,bowled,1,Sri Lanka,Rajkot,ODI ,15-12-2009,1
718,43,76,52,4,0,82.69,2,stumped,1,Sri Lanka,Nagpur,ODI ,18-12-2009,1
719,96,187,104,13,0,92.3,2,not out,2,Sri Lanka,Cuttack,ODI ,21-12-2009,1
720,8,-,8,2,0,100,2,caught,2,Sri Lanka,Eden Gardens,ODI ,24-12-2009,1
721,105,246,166,11,2,63.25,4,not out,1,Bangladesh,Chattogram,Test ,17-01-2010,1
722,16,47,26,2,0,61.53,5,lbw,3,Bangladesh,Chattogram,Test ,17-01-2010,1
723,143,259,182,13,1,78.57,4,caught,2,Bangladesh,Mirpur,Test ,24-01-2010,1
725,7,25,16,1,0,43.75,4,caught,2,South Africa,Nagpur,Test ,06-02-2010,1
726,100,275,179,13,0,55.86,4,bowled,3,South Africa,Nagpur,Test ,06-02-2010,1
727,106,266,206,12,0,51.45,4,caught,2,South Africa,Eden Gardens,Test ,14-02-2010,1
728,4,-,5,1,0,80,2,run out,1,South Africa,Jaipur,ODI ,21-02-2010,1
729,200,226,147,25,3,136.05,2,not out,1,South Africa,Gwalior,ODI ,24-02-2010,1
730,8,29,21,1,0,38.09,4,lbw,2,Sri Lanka,Galle,Test ,18-07-2010,1
731,84,168,142,11,1,59.15,4,lbw,3,Sri Lanka,Galle,Test ,18-07-2010,1
732,203,516,347,23,1,58.5,4,caught,2,Sri Lanka,Colombo (SSC),Test ,26-07-2010,1
733,41,88,72,5,0,56.94,4,caught,2,Sri Lanka,Colombo (PSS),Test ,03-08-2010,1
734,54,186,122,3,0,44.26,4,caught,4,Sri Lanka,Colombo (PSS),Test ,03-08-2010,1
735,98,251,189,13,0,51.85,5,lbw,2,Australia,Mohali,Test ,01-10-2010,1
736,38,106,64,5,0,59.37,4,caught,4,Australia,Mohali,Test ,01-10-2010,1
737,214,547,363,22,2,58.95,4,bowled,2,Australia,Bengaluru,Test ,09-10-2010,1
738,53,125,77,5,2,68.83,4,not out,4,Australia,Bengaluru,Test ,09-10-2010,1
739,40,168,133,5,0,30.07,4,caught,1,New Zealand,Ahmedabad,Test ,04-11-2010,1
740,12,27,25,2,0,48,4,bowled,3,New Zealand,Ahmedabad,Test ,04-11-2010,1
741,13,52,28,1,0,46.42,4,caught,2,New Zealand,Hyderabad,Test ,12-11-2010,1
743,61,162,129,8,0,47.28,4,caught,2,New Zealand,Nagpur,Test ,20-11-2010,1
744,36,61,34,8,0,105.88,4,lbw,1,South Africa,Centurion,Test ,16-12-2010,1
745,111,327,241,13,1,46.05,5,not out,3,South Africa,Centurion,Test ,16-12-2010,1
746,13,42,22,3,0,59.09,4,caught,1,South Africa,Durban,Test ,26-12-2010,1
747,6,22,10,1,0,60,4,caught,3,South Africa,Durban,Test ,26-12-2010,1
748,146,465,314,17,2,46.49,4,bowled,2,South Africa,Cape Town,Test ,02-01-2011,1
749,14,146,91,0,0,15.38,4,not out,4,South Africa,Cape Town,Test ,02-01-2011,1
750,7,16,11,0,0,63.63,2,caught,2,South Africa,Durban,ODI ,12-01-2011,1
751,24,78,44,2,0,54.54,2,bowled,1,South Africa,Johannesburg,ODI ,15-01-2011,1
752,28,46,29,4,0,96.55,2,run out,1,Bangladesh,Mirpur,ODI ,19-02-2011,1
753,120,170,115,10,5,104.34,2,caught,1,England,Bengaluru,ODI ,27-02-2011,1
754,38,91,56,4,0,67.85,2,lbw,2,Ireland,Bengaluru,ODI ,06-03-2011,1
755,27,45,22,6,0,122.72,2,caught,2,Netherlands,Delhi,ODI ,09-03-2011,1
756,111,184,101,8,3,109.9,2,caught,1,South Africa,Nagpur,ODI ,12-03-2011,1
757,2,4,4,0,0,50,2,caught,1,West Indies,Chennai,ODI ,20-03-2011,1
758,53,93,68,7,0,77.94,2,caught,2,Australia,Ahmedabad,ODI ,24-03-2011,1
759,85,160,115,11,0,73.91,2,caught,1,Pakistan,Mohali,ODI ,30-03-2011,1
760,18,21,14,2,0,128.57,2,caught,2,Sri Lanka,Wankhede,ODI ,02-04-2011,1
761,34,90,58,6,0,58.62,4,caught,2,England,Lord's,Test ,21-07-2011,1
762,12,84,68,1,0,17.64,5,lbw,4,England,Lord's,Test ,21-07-2011,1
763,16,33,34,3,0,47.05,4,caught,2,England,Nottingham,Test ,29-07-2011,1
764,56,136,86,8,0,65.11,4,lbw,4,England,Nottingham,Test ,29-07-2011,1
765,1,10,8,0,0,12.5,4,caught,1,England,Birmingham,Test ,10-08-2011,1
766,40,92,60,8,0,66.66,4,run out,3,England,Birmingham,Test ,10-08-2011,1
767,23,65,34,4,0,67.64,4,caught,2,England,The Oval,Test ,18-08-2011,1
768,91,235,172,11,0,52.9,4,lbw,3,England,The Oval,Test ,18-08-2011,1
769,7,25,18,1,0,38.88,4,lbw,2,West Indies,Delhi,Test ,06-11-2011,1
770,76,200,148,10,0,51.35,4,lbw,4,West Indies,Delhi,Test ,06-11-2011,1
771,38,74,71,5,0,53.52,4,caught,1,West Indies,Eden Gardens,Test ,14-11-2011,1
772,94,219,153,8,2,61.43,4,caught,2,West Indies,Wankhede,Test ,22-11-2011,1
773,3,6,7,0,0,42.85,4,caught,4,West Indies,Wankhede,Test ,22-11-2011,1
774,73,151,98,8,1,74.48,4,bowled,2,Australia,Melbourne,Test ,26-12-2011,1
775,32,73,46,4,0,69.56,4,caught,4,Australia,Melbourne,Test ,26-12-2011,1
776,41,133,89,8,0,46.06,4,bowled,1,Australia,Sydney,Test ,03-01-2012,1
777,80,213,141,9,0,56.73,4,caught,3,Australia,Sydney,Test ,03-01-2012,1
778,15,46,25,3,0,60,4,lbw,1,Australia,Perth,Test ,13-01-2012,1
779,8,22,16,1,0,50,4,lbw,3,Australia,Perth,Test ,13-01-2012,1
780,25,94,69,3,0,36.23,4,caught,2,Australia,Adelaide,Test ,24-01-2012,1
781,13,46,34,2,0,38.23,4,caught,4,Australia,Adelaide,Test ,24-01-2012,1
782,2,9,6,0,0,33.33,2,caught,2,Australia,Melbourne,ODI ,05-02-2012,1
783,48,87,63,5,0,76.19,2,bowled,2,Sri Lanka,Perth,ODI ,08-02-2012,1
784,15,25,24,2,0,62.5,2,caught,2,Sri Lanka,Adelaide,ODI ,14-02-2012,1
785,3,21,12,0,0,25,2,caught,2,Australia,Brisbane,ODI ,19-02-2012,1
786,22,33,23,3,0,95.65,2,bowled,2,Sri Lanka,Brisbane,ODI ,21-02-2012,1
787,14,34,15,2,0,93.33,2,run out,2,Australia,Sydney,ODI ,26-02-2012,1
788,39,45,30,5,0,130,2,lbw,2,Sri Lanka,Hobart,ODI ,28-02-2012,1
789,6,25,19,1,0,31.57,2,caught,1,Sri Lanka,Mirpur,ODI ,13-03-2012,1
790,114,205,147,12,1,77.55,2,caught,1,Bangladesh,Mirpur,ODI ,16-03-2012,1
791,52,93,48,5,1,108.33,2,caught,2,Pakistan,Mirpur,ODI ,18-03-2012,1
792,19,86,62,2,0,30.64,4,bowled,1,New Zealand,Hyderabad,Test ,23-08-2012,1
793,17,61,50,3,0,34,4,bowled,2,New Zealand,Bengaluru,Test ,31-08-2012,1
794,27,78,34,5,0,79.41,4,bowled,4,New Zealand,Bengaluru,Test ,31-08-2012,1
795,13,25,18,2,0,72.22,4,caught,1,England,Ahmedabad,Test ,15-11-2012,1
797,8,14,12,1,0,66.66,4,bowled,1,England,Wankhede,Test ,23-11-2012,1
798,8,28,19,2,0,42.1,4,lbw,3,England,Wankhede,Test ,23-11-2012,1
799,76,202,155,13,0,49.03,4,caught,1,England,Eden Gardens,Test ,05-12-2012,1
800,5,17,6,1,0,83.33,4,caught,3,England,Eden Gardens,Test ,05-12-2012,1
801,2,25,13,0,0,15.38,4,bowled,2,England,Nagpur,Test ,13-12-2012,1
802,81,257,159,7,0,50.94,4,bowled,2,Australia,Chennai,Test ,22-02-2013,1
803,13,10,10,0,2,130,4,not out,4,Australia,Chennai,Test ,22-02-2013,1
804,7,32,15,1,0,46.66,4,caught,2,Australia,Hyderabad,Test ,02-03-2013,1
805,37,125,81,5,0,45.67,4,caught,2,Australia,Mohali,Test ,14-03-2013,1
806,21,71,23,2,0,91.3,4,run out,4,Australia,Mohali,Test ,14-03-2013,1
807,32,99,53,5,0,60.37,4,lbw,2,Australia,Delhi,Test ,22-03-2013,1
808,1,8,5,0,0,20,4,lbw,4,Australia,Delhi,Test ,22-03-2013,1
809,10,41,24,2,0,41.66,4,lbw,2,West Indies,Eden Gardens,Test ,06-11-2013,1
810,74,150,118,12,0,62.71,4,caught,2,West Indies,Wankhede,Test ,14-11-2013,1
